Cluster,Lead Investors Include,Continent
3,SoftBank Vision Fund,North America
4,Multiple Investors,North America
0,Vitruvian Partners,Asia
0,Multiple Investors,Asia
3,Greenspring Associates,North America
4,Multiple Investors,North America
3,Goldman Sachs Asset Management,North America
4,Multiple Investors,North America
3,Altimeter Capital,North America
1,Michael Margolies,Europe
0,Meta,Asia
4,Multiple Investors,North America
1,Coatue,Europe
3,SoftBank Vision Fund,North America
4,Multiple Investors,North America
3,Y Combinator Continuity Fund,North America
3,Hellman & Friedman,North America
0,DST Global,Asia
1,AMF,Europe
0,Peak XV Partners,Asia
3,NEOM Investment Fund,North America
3,Insight Partners,North America
1,Multiple Investors,Europe
0,Toyota Motor,Asia
3,Bregal Sagemount,North America
0,Sequoia Capital,Asia
3,Great Hill Partners,North America
4,Multiple Investors,North America
4,Multiple Investors,North America
0,China Reform Health Management and Services Group Co Ltd,Asia
3,Maersk Growth,North America
3,Harbin Gloria Pharmaceuticals,North America
4,Multiple Investors,North America
3,BlackRock,North America
3,Maria Sharapova,North America
0,Abu Dhabi Investment Authority,Asia
0,Hezhi Investment,Asia
0,Multiple Investors,Asia
0,Multiple Investors,Asia
0,Multiple Investors,Asia
0,Didi,Asia
0,YF Capital,Asia
1,General Atlantic,Europe
1,Multiple Investors,Europe
3,Tiger Global Management,North America
1,GIC,Europe
3,Insight Partners,North America
0,The Carlyle Group,Asia
0,Multiple Investors,Asia
0,4equity - Media Ventures,South America
3,General Atlantic,North America
3,BlackRock Private Equity Partners,North America
3,Fidelity Management and Research Company,North America
3,Starr Investment Holdings LLC,North America
1,Inflexion,Europe
1,M&G Investments,Europe
0,FXCM Asia,Asia
4,Multiple Investors,North America
3,SoftBank Vision Fund,North America
0,T. Rowe Price,South America
1,Multiple Investors,Europe
1,L Catterton,Europe
0,Multiple Investors,Asia
0,Mando Corporation,Asia
4,Multiple Investors,North America
3,Coatue,North America
3,Summit Partners,North America
1,Goldman Sachs Asset Management,Europe
3,Silver Lake,North America
3,Fidelity Management and Research Company,North America
3,General Catalyst,North America
3,Tiger Global Management,North America
4,Multiple Investors,North America
4,Multiple Investors,North America
4,Multiple Investors,North America
3,Silver Lake,North America
3,Fidelity Management and Research Company,North America
1,Blackstone Group,Europe
0,Google,Asia
0,Abu Dhabi Investment Authority,Asia
3,Kohlberg Kravis Roberts,North America
3,Brighton Park Capital,North America
1,Spark Capital,Europe
3,SoftBank Vision Fund,North America
3,Craft Ventures,North America
3,Mubadala,North America
4,Multiple Investors,North America
3,Sequoia Capital,North America
1,Woodford Investment Management,Europe
0,500 Global,Asia
0,GIC,Asia
3,Khosla Ventures,North America
1,Multiple Investors,Europe
3,Tetragon Financial Group Limited,North America
3,Greenoaks,North America
0,Multiple Investors,Asia
3,ShawSpring Partners,North America
1,Sofina,Europe
3,NetDragon,North America
3,Tiger Global Management,North America
0,Multiple Investors,Asia
3,SoftBank Vision Fund,North America
0,IDG Capital,Asia
3,Alpargatas,North America
3,Craft Ventures,North America
0,Shandong Weiqiao Pioneering Group,Asia
0,Yingke Capital,Asia
3,Microsoft,North America
0,Nestlé Health Science,Asia
0,China Resources Microelectronics,Asia
3,Google,North America
0,Sparkedge Capital,Asia
0,Multiple Investors,Oceania
0,SAIC Motor,Asia
3,Insight Partners,North America
3,TPG,North America
3,CrowdStrike Falcon Fund,North America
3,SoftBank Vision Fund,North America
1,Addition,Europe
3,Neuberger Berman,North America
1,General Atlantic,Europe
1,Tencent,Europe
1,Poste Italiane,Europe
4,Multiple Investors,North America
1,Warburg Pincus,Europe
0,Multiple Investors,Asia
0,Qiming Venture Partners,Africa
0,Tencent,Asia
3,Accel,North America
3,Vista Equity Partners,North America
3,Tiger Global Management,North America
3,Permira,North America
1,Sofina,Europe
0,Shang Qi Capital,Asia
3,Morningside Group,North America
3,Kohlberg Kravis Roberts,North America
3,Steadfast Financial,North America
1,Baillie Gifford,Europe
4,Multiple Investors,North America
3,Thoma Bravo,North America
0,Multiple Investors,Asia
0,Times Internet,Asia
0,Multiple Investors,Asia
4,Multiple Investors,North America
1,Multiple Investors,Europe
3,Lorient Capital,North America
3,Bain Capital Ventures,North America
3,Bessemer Venture Partners,North America
0,McKinsey & Company,Asia
0,Multiple Investors,Asia
3,Tiger Global Management,North America
3,Drive Capital,North America
3,StepStone Group,North America
0,Sequoia Capital China,Asia
4,Multiple Investors,North America
3,Coatue,North America
3,Insight Partners,North America
3,JP Morgan,North America
3,Owl Rock Capital,North America
3,Coatue,North America
0,Google Ventures,Asia
4,Multiple Investors,North America
0,ITOCHU Corporation,Asia
0,Sino Biopharmaceutical,Asia
3,Insight Partners,North America
0,Walden International,Asia
3,Wellington Management,North America
0,IDG Capital,Asia
0,Binance,Asia
3,Kohlberg Kravis Roberts,North America
3,Linse Capital,North America
0,Tiger Global Management,Asia
3,TTV Capital,North America
0,Light Street Capital,Asia
0,GIC,Asia
0,Hermitage Capital,Asia
0,Multiple Investors,Asia
3,Silver Lake Waterman,North America
0,Anand Piramal,Asia
3,Tiger Global Management,North America
3,Sixth Street,North America
4,Multiple Investors,North America
3,ServiceNow,North America
4,Multiple Investors,North America
1,Decisive Capital Management,Europe
3,Altimeter Capital,North America
4,Multiple Investors,North America
3,Wellington Management,North America
1,Multiple Investors,Europe
4,Multiple Investors,North America
1,SoftBank,Europe
0,Ping An Capital,Asia
0,Multiple Investors,Asia
3,Andreessen Horowitz,North America
3,Mirae Asset Venture Investment,North America
0,Trustbridge Partners,Asia
4,Multiple Investors,North America
1,Tiger Global Management,Europe
0,The Carlyle Group,Asia
0,Sachin Tendulkar,Asia
3,Sapphire Ventures,North America
3,Dragoneer Investment Group,North America
3,SoftBank Vision Fund,North America
3,Kinnevik,North America
0,Multiple Investors,Asia
3,Sequoia Capital China,North America
1,Intel Corporation,Europe
1,General Atlantic,Europe
3,SoftBank Vision Fund,North America
0,Hillhouse Capital Group,Asia
3,Alkeon Capital,North America
0,Multiple Investors,Asia
1,Goldman Sachs,Europe
4,Multiple Investors,North America
3,Fulcrum Equity Partners,North America
0,Western Union,Asia
3,Altimeter Capital,North America
3,Franklin Templeton Investments,North America
0,Multiple Investors,Asia
4,Multiple Investors,North America
4,Multiple Investors,North America
4,Multiple Investors,North America
3,Coatue,North America
1,Bain Capital Tech Opportunities,Europe
3,Group 11,North America
0,Multiple Investors,Asia
0,Multiple Investors,Asia
0,Bank of China Group Investment,Asia
3,BRV Capital Management,North America
0,Invesco,Asia
1,SoftBank,Europe
3,Sapphire Ventures,North America
4,Multiple Investors,North America
3,Twilio,North America
1,Accel,Europe
3,Permira,North America
0,CITIC Capital Holdings,Asia
0,Wellington Management,Asia
4,Multiple Investors,North America
3,Viking Global Investors,North America
3,General Atlantic,North America
3,Salesforce Ventures,North America
0,Multiple Investors,Asia
3,Digital Alpha,North America
0,TPG Rise Climate Fund,Asia
3,Haun Ventures,North America
1,Ontario Teachers' Pension Plan,Europe
0,SK Group,Asia
4,Multiple Investors,North America
3,Golub Capital,North America
3,Shining Capital,North America
4,Multiple Investors,North America
0,Multiple Investors,Asia
3,Bessemer Venture Partners,North America
3,Greenoaks,North America
3,Google,North America
0,Multiple Investors,Asia
0,Multiple Investors,Asia
4,Multiple Investors,North America
3,Vision Ridge Capital Partners,North America
0,Warburg Pincus,Asia
4,Multiple Investors,North America
4,Multiple Investors,North America
1,Accel,Europe
0,Temasek Holdings,Asia
4,Multiple Investors,North America
1,Multiple Investors,Europe
1,Multiple Investors,Europe
4,Multiple Investors,North America
3,Chrysalis Investments,North America
0,Multiple Investors,Asia
3,Accel,North America
1,SoftBank,Europe
3,HealthQuest Capital,North America
1,Temasek Holdings,Europe
3,March Capital,North America
4,Multiple Investors,North America
3,Qatar Investment Authority,North America
0,CITIC Construction Investment,Asia
0,Multiple Investors,Asia
1,SoftBank Vision Fund,Europe
3,Tiger Global Management,North America
3,Benchmark,North America
3,G Squared,North America
0,Sequoia Capital China,Asia
0,China Merchants Capital,Asia
0,Tonic Private Equity,Asia
0,Welcome Capital,Asia
1,SoftBank Vision Fund,Europe
1,Ontario Teachers' Pension Plan,Europe
3,HSBC,North America
1,Tiger Global Management,Europe
4,Multiple Investors,North America
1,RPMI Railpen,Europe
4,Multiple Investors,North America
0,PTT Oil and Retail Business Public Company,Asia
1,Kinnevik,Europe
0,Multiple Investors,Asia
0,L Catterton Asia,Asia
1,Multiple Investors,Europe
3,GCP Capital Partners,North America
4,Multiple Investors,North America
0,DS Asset Management,Asia
3,Proxima Media,North America
1,The Twenty Minute VC,Europe
1,Tiger Global Management,Europe
3,Oak HC/FT,North America
3,TCV,North America
3,Point Break Capital Management,North America
1,Multiple Investors,Europe
0,Tencent,Asia
0,Multiple Investors,Asia
3,AltaIR Capital,North America
3,Climate Investment,North America
4,Multiple Investors,North America
3,Salesforce Ventures,North America
0,Multiple Investors,South America
3,Greenbriar Equity Group,North America
0,EvolutionX,Asia
3,Bertelsmann,North America
4,Multiple Investors,North America
0,Temasek Holdings,Asia
0,Multiple Investors,South America
3,New Enterprise Associates,North America
0,Multiple Investors,Asia
3,Polychain,North America
3,Insight Partners,North America
3,ICONIQ Capital,North America
3,BlackRock,North America
3,Pantera Capital,North America
0,Ronnie Screwvala,Asia
4,Multiple Investors,North America
4,Multiple Investors,North America
3,General Catalyst,North America
4,Multiple Investors,North America
0,Tiger Global Management,Asia
3,Baillie Gifford,North America
0,Multiple Investors,Asia
3,Temasek Holdings,North America
3,FTV Capital,North America
0,Jun Lei,Asia
3,CrowdStrike,North America
3,Lone Pine Capital,North America
3,Tiger Global Management,North America
0,Koch Disruptive Technologies,Asia
3,Guangzhou Yuexiu Industrial Investment Fund,North America
3,TCV,North America
0,Orios Venture Partners,Asia
1,Qatar Holding,Europe
4,Multiple Investors,North America
4,Multiple Investors,North America
4,Multiple Investors,North America
3,Third Point Ventures,North America
3,GGV Capital,North America
1,Multiple Investors,Europe
3,Google,North America
3,Alkeon Capital,North America
1,Macquarie Group,Europe
0,Multiple Investors,Asia
1,Multiple Investors,Europe
0,Multiple Investors,Asia
3,83North,North America
3,TPG,North America
4,Multiple Investors,North America
1,EQT,Europe
0,Tencent,Asia
3,Tiger Global Management,North America
3,Lightrock,North America
3,Ribbit Capital,North America
3,Goldman Sachs Asset Management,North America
3,Rhône Group,North America
0,CICC,Asia
1,JP Morgan,Europe
3,CIBC Innovation Banking,North America
0,CyberAgent Capital,Asia
0,Multiple Investors,Asia
1,Multiple Investors,Europe
1,Multiple Investors,Europe
1,Groupe Bruxelles Lambert,Europe
0,Susquehanna International Group (SIG),Asia
0,Multiple Investors,Asia
3,Brookfield Growth,North America
3,D1 Capital Partners,North America
3,SoftBank Vision Fund,North America
0,WANDA Group,Asia
4,Multiple Investors,North America
4,Multiple Investors,North America
0,Alameda Research,Africa
1,Multiple Investors,Europe
4,Multiple Investors,North America
1,Eclipse Ventures,Europe
3,UBS,North America
4,Multiple Investors,North America
0,Tencent,Asia
3,Y Combinator Continuity Fund,North America
0,Multiple Investors,Asia
3,SoftBank Vision Fund,North America
1,Squarepoint Capital,Europe
0,Tencent,Asia
4,Multiple Investors,North America
0,Allianz X,Asia
0,CCB International,Asia
0,IDG Capital,Asia
0,China Development Bank Capital,Asia
0,Trustbridge Partners,Asia
4,Multiple Investors,North America
3,SoftBank Vision Fund,North America
0,Eight Roads Ventures,Asia
0,Vulcan Capital,South America
3,Bio-Techne,North America
3,The Boeing Company,North America
0,Multiple Investors,Asia
0,Taikang Insurance Group,Asia
3,Nestlé,North America
3,Battery Ventures,North America
1,Atlas Venture,Europe
3,Baillie Gifford,North America
1,Andreessen Horowitz,Europe
3,Tiger Global Management,North America
3,Georgian,North America
0,Multiple Investors,Asia
0,Temasek Holdings,Asia
0,China Structural Reform Fund,Asia
0,Multiple Investors,Asia
0,Hillhouse Capital Group,Asia
0,Multiple Investors,Asia
0,JD.com,Asia
0,Multiple Investors,Asia
0,Ontario Teachers' Pension Plan,Asia
0,Multiple Investors,Asia
4,Multiple Investors,North America
0,Teachers Venture Growth,Asia
4,Multiple Investors,North America
0,D1 Capital Partners,Asia
1,Multiple Investors,Europe
0,SoftBank Vision Fund,Asia
0,Tiger Global Management,Asia
0,Multiple Investors,Asia
0,China CITIC Bank,Asia
0,Long De Cheng Zhang Culture Communication,Asia
0,Tencent,Asia
0,Multiple Investors,Asia
0,Multiple Investors,Asia
3,The Carlyle Group,North America
0,Yichang Boyue Investment Management,Asia
3,Shopify,North America
1,Multiple Investors,Europe
0,Gezhi Asset Management,Asia
0,YF Capital,Asia
0,Multiple Investors,Asia
3,a16z crypto,North America
3,Sapphire Ventures,North America
0,Multiple Investors,Asia
0,Shenzhen Capital Group,Asia
0,Matrix Partners China,Asia
0,Sequoia Capital China,Asia
0,Multiple Investors,Asia
4,Multiple Investors,North America
4,Multiple Investors,North America
0,Multiple Investors,Asia
1,Multiple Investors,Europe
3,Oak HC/FT,North America
3,TPG,North America
0,Multiple Investors,Asia
1,Farallon Capital Management,Europe
3,Mastercard,North America
0,Avenir Growth Capital,Asia
0,West Fund,Asia
0,YF Capital,Asia
0,Geely,Asia
0,BOCOM International,Asia
0,Multiple Investors,Asia
0,Baidu Capital,Asia
0,Xiaomi,Asia
0,Multiple Investors,Asia
0,Shinhan Venture Investment,Asia
0,Beijing Taikang Investment,Asia
1,eBay Ventures,Europe
3,Y Combinator,North America
4,Multiple Investors,North America
0,SoftBank Vision Fund,Asia
3,Francisco Partners,North America
0,Multiple Investors,Asia
1,SoftBank Vision Fund,Europe
0,Multiple Investors,Asia
3,Kohlberg Kravis Roberts,North America
0,SRAM & MRAM,Asia
3,Lightspeed Venture Partners,North America
1,Raine Ventures,Europe
0,China Integrated Circuit Industry Investment Fund (CICF),Asia
0,Zomato,Asia
3,Dundon Capital Partners,North America
3,Canada Pension Plan Investment Board,North America
0,CICC Capital,Asia
4,Multiple Investors,North America
3,Bain Capital Ventures,North America
1,Multiple Investors,Europe
1,Bill & Melinda Gates Foundation,Europe
0,Multiple Investors,Asia
0,Brighton Park Capital,Asia
0,Peakview Capital,Asia
0,Multiple Investors,Asia
0,Yingke Capital,Asia
0,Multiple Investors,Asia
3,Lightspeed Venture Partners,North America
4,Multiple Investors,North America
